full_name,stars,forks,language,created_at,description,url
Dhruv-Limbani/Pediatric-Pneumonia-Detection,0,0,Jupyter Notebook,2023-10-05T10:51:09Z,"Pediatric Pneumonia Detection through GAN-Based Data Augmentation using deep learning models, including CNN and transfer learning with VGG16, on chest X-ray images.",https://github.com/Dhruv-Limbani/Pediatric-Pneumonia-Detection
PrafulKumar-1/bonecheck-ai-fracture-detection-in-pediatric-x-rays-using-deep-learning,0,0,Python,2025-11-08T06:19:03Z,Develop a deep learning model to automatically detect fractures in pediatric X-ray images with improved accuracy and speed compared to traditional methods.,https://github.com/PrafulKumar-1/bonecheck-ai-fracture-detection-in-pediatric-x-rays-using-deep-learning
alayton24/Identifying-Pneumonia-with-Deep-Learning,0,0,Jupyter Notebook,2024-03-19T02:52:53Z,A deep learning model that uses X-ray images of pediatric patients to identify whether or not they have pneumonia.,https://github.com/alayton24/Identifying-Pneumonia-with-Deep-Learning
sacontreras/dsc-mod4-final-project,0,0,Jupyter Notebook,2021-05-21T03:35:16Z,Pediatric Pneumonia X-Ray Image Classification with Deep Learning (Convolutional Neural Network),https://github.com/sacontreras/dsc-mod4-final-project
Qngoc74/Resfes26,0,0,Jupyter Notebook,2026-04-05T00:42:01Z,Explainable Deep Learning for Pediatric Pneumonia Detection in Chest X-Ray Images,https://github.com/Qngoc74/Resfes26
navneet9939/PediatricSkinAl,0,0,JavaScript,2026-04-30T18:55:34Z,"The AI-powered pediatric skin assistant platform is a web-based application that analyzes skin images using deep learning models to identify possible skin conditions. It provides disease classification, confidence scores, severity levels, and explainable results using Grad-CAM.",https://github.com/navneet9939/PediatricSkinAl
Mauryagopal/Pediatric-Pneumonia-Detection,0,0,Jupyter Notebook,2025-05-21T08:49:00Z,"This project focuses on detecting pediatric pneumonia from chest X-ray images using deep learning. Leveraging the power of transfer learning with the Xception model, the system classifies images as either normal or pneumonia-infected with high accuracy.",https://github.com/Mauryagopal/Pediatric-Pneumonia-Detection
Puplu16/Prediction-of-Pediatric-Pneumonia-in-Chest-X-Rays-using-Deep-Learning,0,0,Jupyter Notebook,2025-08-26T15:39:44Z,"This project develops a deep learning model to automatically detect pediatric pneumonia from chest X-rays. Using CNNs like ResNet and DenseNet, it classifies images to support rapid diagnosis in low-resource settings. The pipeline includes preprocessing, model training, and Grad-CAM heatmaps for interpretable results.",https://github.com/Puplu16/Prediction-of-Pediatric-Pneumonia-in-Chest-X-Rays-using-Deep-Learning
nagenshukla/bone_age,0,0,Jupyter Notebook,2026-06-10T11:55:07Z,Deep learning model for pediatric bone age estimation from hand X-ray images,https://github.com/nagenshukla/bone_age
mahdidadgar-data/chest-xray-pneumonia-detection-transfer-learning,0,0,Jupyter Notebook,2026-06-10T14:39:42Z,Deep learning and transfer learning project for pneumonia screening support from pediatric chest X-ray images,https://github.com/mahdidadgar-data/chest-xray-pneumonia-detection-transfer-learning
FarwaBanu/child-malnutrition-detection-dl,0,0,,2026-03-30T18:49:47Z,Deep learning-based system for detecting malnutrition in children using pediatric image analysis.,https://github.com/FarwaBanu/child-malnutrition-detection-dl
ayushkumar170305-blip/pneumonia-detection-app,0,0,,2026-03-08T18:34:38Z,Deep learning based pediatric pneumonia detection using chest X-ray images with web interface.,https://github.com/ayushkumar170305-blip/pneumonia-detection-app
ruccii/Pediatric-Bone-Age-Prediction,0,0,Jupyter Notebook,2026-03-12T21:23:37Z,"Deep learning system for pediatric bone age prediction from hand X-rays using CNN models. Includes preprocessing, model comparison, tuning, and a Streamlit GUI for image upload, prediction, visualization, and PDF reports.",https://github.com/ruccii/Pediatric-Bone-Age-Prediction
killariphanindra/PneumoScan-AI-Medical-Imaging-App,0,0,TypeScript,2026-04-20T09:27:52Z,"This project is an AI-powered web application designed to detect pediatric pneumonia from chest X-ray images. It leverages deep learning techniques to provide fast and accessible preliminary screening, supporting early diagnosis and improving healthcare efficiency.",https://github.com/killariphanindra/PneumoScan-AI-Medical-Imaging-App
hamzaj17/BraTS-PED-Tumor-Analysis-and-Recognition-Pipeline,0,0,Jupyter Notebook,2026-06-03T19:28:33Z,"Integrated Brain Tumor Analysis Pipeline for Pediatric BraTS MRI Using Image Processing, Feature Extraction, and Deep Learning",https://github.com/hamzaj17/BraTS-PED-Tumor-Analysis-and-Recognition-Pipeline
KarlWardin27/Bone-Age-Detection-Using-Deep-Learning,0,3,Jupyter Notebook,2020-09-18T13:53:44Z,,https://github.com/KarlWardin27/Bone-Age-Detection-Using-Deep-Learning
PooyaNasiri/Bone-Age-Prediction,0,2,Jupyter Notebook,2024-02-03T21:02:52Z,Age prediction from bone X-Ray with deep learning.,https://github.com/PooyaNasiri/Bone-Age-Prediction
seyfullah16/DeepLearningBoneAge,0,0,Jupyter Notebook,2025-06-30T11:41:46Z,,https://github.com/seyfullah16/DeepLearningBoneAge
Lohit812/Bone-Age-Prediction-Deep-Learning,0,0,Jupyter Notebook,2023-01-06T08:51:55Z,Developed a Deep Learning model that predicts the age of the bones which is used to diagnose various disorders/diseases using X-Ray images.,https://github.com/Lohit812/Bone-Age-Prediction-Deep-Learning
FabIndy/BoneAge_ELIVA25,0,0,Jupyter Notebook,2025-12-01T21:40:52Z,"Deep learning pipeline for bone age estimation (segmentation, preprocessing, EfficientNetV2, ELIVA25 inference)",https://github.com/FabIndy/BoneAge_ELIVA25
Shivang-raman/BoneAge-Prediction-using-Machine-Learning,0,0,Jupyter Notebook,2025-04-28T14:29:06Z,Automating pediatric bone age assessment using deep learning for faster and more accurate clinical diagnosis,https://github.com/Shivang-raman/BoneAge-Prediction-using-Machine-Learning
AswinGunasekaran123/Deep-Learning,0,0,Jupyter Notebook,2023-01-06T08:49:27Z,Bone age prediction using Various models to choose the best model with highest accuracy,https://github.com/AswinGunasekaran123/Deep-Learning
sonika1033/DeepBone-Predictive-Bone-Age-Assessment-through-Image-Processing-and-Deep-Learning,0,0,Jupyter Notebook,2024-04-24T18:03:14Z,,https://github.com/sonika1033/DeepBone-Predictive-Bone-Age-Assessment-through-Image-Processing-and-Deep-Learning
khaledaymansaber/-Bone-Age-Assessment-using-Deep-Learning,0,0,Jupyter Notebook,2026-02-01T14:37:47Z,,https://github.com/khaledaymansaber/-Bone-Age-Assessment-using-Deep-Learning
tvaingart/bone-age-assessment-webapp,0,0,CSS,2022-05-21T11:38:37Z,Web Application to server Deep learning model for predicting bone age,https://github.com/tvaingart/bone-age-assessment-webapp
MarcusFernando/bone-age-prediction,0,0,Jupyter Notebook,2025-05-22T19:53:13Z,Projeto de Deep Learning para estimativa da idade óssea a partir de imagens de raio-X,https://github.com/MarcusFernando/bone-age-prediction
tomvin6/bone-age-assessment-webapp,0,0,,2022-06-11T12:26:42Z,Web Application to server Deep learning model for predicting bone age,https://github.com/tomvin6/bone-age-assessment-webapp
Eliaass/Bone-age-prediction-model,0,0,Jupyter Notebook,2026-04-09T17:32:29Z,Deep learning model for bone age prediction from hand X-ray images,https://github.com/Eliaass/Bone-age-prediction-model
devanshs-ai/BoneAge,0,0,Jupyter Notebook,2025-04-07T08:24:44Z,"This system automates bone age prediction from hand X-ray images using a deep learning pipeline. Leveraging a ResNet50 model and techniques like CLAHE preprocessing and data augmentation, it achieves a Mean Absolute Error (MAE) of approximately 6.2 months. The system offers a streamlined workflow for automated bone age assessment and diagnostics.",https://github.com/devanshs-ai/BoneAge
sawan-bagle/bone-age-prediction-xray,0,0,Python,2025-12-30T20:34:07Z,"Deep learning–based bone age estimation from hand X-ray images using CNN, transfer learning, and ensemble modeling.",https://github.com/sawan-bagle/bone-age-prediction-xray
SanjithaP/Bone-Age-Assessment,0,0,Jupyter Notebook,2026-01-10T03:58:27Z,Deep learning model for predicting bone age from pediatric hand X-rays using attention mechanisms and graph neural networks.,https://github.com/SanjithaP/Bone-Age-Assessment
olgun-yilmaz/BoneAgePredict,0,0,Jupyter Notebook,2025-01-31T16:04:22Z,"This project aims to predict bone age using the xCeption model on a dataset obtained from Kaggle. By leveraging deep learning techniques, the goal is to accurately predict individuals' bone age from radiographic images.",https://github.com/olgun-yilmaz/BoneAgePredict
FlatNineOrg/medilab-boneage,0,0,Python,2026-03-12T10:00:43Z,Modern open-source bone age assessment from pediatric hand X-rays using deep learning.,https://github.com/FlatNineOrg/medilab-boneage
akshith120/Bone-Age-Prediction,0,0,,2025-12-18T09:43:07Z,A deep learning solution for automated bone age assessment from pediatric hand X-ray images using advanced CNN architectures with clinical-grade accuracy.,https://github.com/akshith120/Bone-Age-Prediction
